ags,strasse,ort,hnr,wahlbezirk_nr,wahlbezirk_name,wahlraum_name,wahlraum_addresse,wahlraum_addresse2,wahlbehoerde,hausnummer_start,hausnummer_ende,note
3358024,Vor dem Balken,Walsrode OT Honerdingen,[1 - 25 A],125,0125 Honerdingen,125 - Honerdingen,Dorfallee 55,29664 Walsrode,Stadt Walsrode,1,25,
3358024,Wacholderstraße,Walsrode OT Bomlitz,[1 - 12],131,0131 Bomlitz Ost,131 - Bomlitz Ost,August-Wolff-Straße 3,29699 Walsrode,Stadt Walsrode,1,12,
3358024,Wacholderweg,Walsrode OT Honerdingen,[1 - 78],125,0125 Honerdingen,125 - Honerdingen,Dorfallee 55,29664 Walsrode,Stadt Walsrode,1,78,
3358024,Waetgenstraße,Walsrode,[1 - 11],118,0118 Gymnasium,118 - Gymnasium,Sunderstr. 19,29664 Walsrode,Stadt Walsrode,1,11,
3358024,Wagnerstraße,Walsrode,[1 - 999 X],116,"0116 Alte Schule Vorbrück, Wahlraum 1","116 - Alte Schule Vorbrück, Wahlraum 1",Quintusstraße 35,29664 Walsrode,Stadt Walsrode,1,999,
3358024,Waldstraße,Walsrode OT Benefeld,[1 - 8],134,0134 Benefeld West,134 - Benefeld West,Niedersachsenplatz 1,29699 Walsrode,Stadt Walsrode,1,8,
3358024,Walsroder Straße,Walsrode OT Bomlitz,[1 - 40],132,0132 Bomlitz West,132 - Bomlitz West,Papiermacherkamp 27,29699 Walsrode,Stadt Walsrode,1,40,
3358024,Walsroder Straße,Walsrode OT Bomlitz,,136,0136 Uetzingen,136 - Uetzingen,Walsroder Straße 110,29699 Walsrode,Stadt Walsrode,0,0,
3358024,Walsroder Straße,Walsrode OT Düshorn,[2 - 15],127,0127 Düshorn,127 - Düshorn,Auf dem Kamp 8,29664 Walsrode,Stadt Walsrode,2,15,
3358024,Walsroder Straße,Walsrode OT Uetzingen,[25 - 123 A],136,0136 Uetzingen,136 - Uetzingen,Walsroder Straße 110,29699 Walsrode,Stadt Walsrode,25,123,
3358024,Walter-Christoph-Platz,Walsrode OT Benefeld,[1 - 9],134,0134 Benefeld West,134 - Benefeld West,Niedersachsenplatz 1,29699 Walsrode,Stadt Walsrode,1,9,
3358024,Wedden,Walsrode OT Düshorn,[1 - 3],127,0127 Düshorn,127 - Düshorn,Auf dem Kamp 8,29664 Walsrode,Stadt Walsrode,1,3,
3358024,Wenzinger Straße,Walsrode OT Uetzingen,[1 - 44],136,0136 Uetzingen,136 - Uetzingen,Walsroder Straße 110,29699 Walsrode,Stadt Walsrode,1,44,
3358024,Werner-von-Siemens-Str.,Walsrode,[4 - 8] gerade,117,"0117 Alte Schule Vorbrück, Wahlraum 2","117 - Alte Schule Vorbrück, Wahlraum 2",Quintusstraße 35,29664 Walsrode,Stadt Walsrode,4,8,gerade
3358024,Wernher-von-Braun-Straße,Walsrode,[1 - 20],117,"0117 Alte Schule Vorbrück, Wahlraum 2","117 - Alte Schule Vorbrück, Wahlraum 2",Quintusstraße 35,29664 Walsrode,Stadt Walsrode,1,20,
3358024,Westenholz,Walsrode OT Westenholz,[1 - 112],130,0130 Westenholz,130 - Westenholz,Westenholz 112,29664 Walsrode,Stadt Walsrode,1,112,
3358024,Westerharler Straße,Walsrode OT Bomlitz,[3 - 9] ungerade,131,0131 Bomlitz Ost,131 - Bomlitz Ost,August-Wolff-Straße 3,29699 Walsrode,Stadt Walsrode,3,9,ungerade
3358024,Westerharler Straße,Walsrode OT Bomlitz,[12 - 48] gerade,131,0131 Bomlitz Ost,131 - Bomlitz Ost,August-Wolff-Straße 3,29699 Walsrode,Stadt Walsrode,12,48,gerade
3358024,Westerharler Straße,Walsrode OT Bomlitz,[2 - 10 A] gerade,133,0133 Benefeld Ost,133 - Benefeld Ost,Cordinger Straße 39,29699 Walsrode,Stadt Walsrode,2,10,gerade
3358024,Westerharler Straße,Walsrode OT Kroge,,131,0131 Bomlitz Ost,131 - Bomlitz Ost,August-Wolff-Straße 3,29699 Walsrode,Stadt Walsrode,0,0,
3358024,Westerharler Straße,Walsrode OT Kroge,,133,0133 Benefeld Ost,133 - Benefeld Ost,Cordinger Straße 39,29699 Walsrode,Stadt Walsrode,0,0,
3358024,Westerharler Straße,Walsrode OT Kroge,[10 - 56],138,0138 Bommelsen-Kroge,138 - Bommelsen-Kroge,Bosselsmoor 10,29699 Walsrode,Stadt Walsrode,10,56,
3358024,Wiener Platz,Walsrode,[1 - 9],103,0103 Grundschule Süd,103 - Grundschule Süd,Prager Straße 2,29664 Walsrode,Stadt Walsrode,1,9,
3358024,Wiesenstraße,Walsrode,[1 - 31],118,0118 Gymnasium,118 - Gymnasium,Sunderstr. 19,29664 Walsrode,Stadt Walsrode,1,31,
3358024,Wiesenstraße,Walsrode OT Benefeld,[1 - 10],133,0133 Benefeld Ost,133 - Benefeld Ost,Cordinger Straße 39,29699 Walsrode,Stadt Walsrode,1,10,
3358024,Wiesenstraße,Walsrode OT Benefeld,[12 - 14] gerade,133,0133 Benefeld Ost,133 - Benefeld Ost,Cordinger Straße 39,29699 Walsrode,Stadt Walsrode,12,14,gerade
3358024,Wiesenstraße,Walsrode OT Benefeld,[11 - 15] ungerade,134,0134 Benefeld West,134 - Benefeld West,Niedersachsenplatz 1,29699 Walsrode,Stadt Walsrode,11,15,ungerade
3358024,Wiesenstraße,Walsrode OT Benefeld,[16 - 24],134,0134 Benefeld West,134 - Benefeld West,Niedersachsenplatz 1,29699 Walsrode,Stadt Walsrode,16,24,
3358024,Wilhelm-Asche-Weg,Walsrode OT Honerdingen,[1 - 82],125,0125 Honerdingen,125 - Honerdingen,Dorfallee 55,29664 Walsrode,Stadt Walsrode,1,82,
3358024,Wilhelm-Busch-Weg,Walsrode,[1 - 8],115,"0115 Kulturzentrum ""mittendrin""","115 - Kulturzentrum ""mittendrin""",Moorstraße 89,29664 Walsrode,Stadt Walsrode,1,8,
3358024,Winkelgasse,Walsrode,2,118,0118 Gymnasium,118 - Gymnasium,Sunderstr. 19,29664 Walsrode,Stadt Walsrode,2,2,
3358024,Winkelkamp,Walsrode,[1 - 14],103,0103 Grundschule Süd,103 - Grundschule Süd,Prager Straße 2,29664 Walsrode,Stadt Walsrode,1,14,
3358024,Witternstraße,Walsrode,[1 - 21],101,"0101 Hans-Brüggemann-Schule, Wahlraum 1","101 - Hans-Brüggemann-Schule, Wahlraum 1",Brüggemannstraße 8,29664 Walsrode,Stadt Walsrode,1,21,
3358024,Witwengarten,Walsrode OT Düshorn,[1 - 27],127,0127 Düshorn,127 - Düshorn,Auf dem Kamp 8,29664 Walsrode,Stadt Walsrode,1,27,
3358024,Worth,Walsrode,[2 - 18],118,0118 Gymnasium,118 - Gymnasium,Sunderstr. 19,29664 Walsrode,Stadt Walsrode,2,18,
3358024,Wurzelförde,Walsrode,[1 - 19],118,0118 Gymnasium,118 - Gymnasium,Sunderstr. 19,29664 Walsrode,Stadt Walsrode,1,19,
3358024,Zaltbommeler Straße,Walsrode,[2 - 22],115,"0115 Kulturzentrum ""mittendrin""","115 - Kulturzentrum ""mittendrin""",Moorstraße 89,29664 Walsrode,Stadt Walsrode,2,22,
3358024,Zedernweg,Walsrode,[1 - 32],102,"0102 Hans-Brüggemann-Schule, Wahlraum 2","102 - Hans-Brüggemann-Schule, Wahlraum 2",Brüggemannstraße 8,29664 Walsrode,Stadt Walsrode,1,32,
3358024,Ziegelweg,Walsrode,[1 - 6],117,"0117 Alte Schule Vorbrück, Wahlraum 2","117 - Alte Schule Vorbrück, Wahlraum 2",Quintusstraße 35,29664 Walsrode,Stadt Walsrode,1,6,
3358024,Zum Hohen Felde,Walsrode OT Benefeld,[1 - 18 18/7],133,0133 Benefeld Ost,133 - Benefeld Ost,Cordinger Straße 39,29699 Walsrode,Stadt Walsrode,1,18,
3358024,Zum Ruensteen,Walsrode OT Benzen,2,126,0126 Benzen,126 - Benzen,Benzen 82,29664 Walsrode,Stadt Walsrode,2,2,
3358024,Zum Wiesengrund,Walsrode OT Uetzingen,[1 - 21],136,0136 Uetzingen,136 - Uetzingen,Walsroder Straße 110,29699 Walsrode,Stadt Walsrode,1,21,
3358024,Zur Beeke,Walsrode OT Bommelsen,[1 - 6 F],138,0138 Bommelsen-Kroge,138 - Bommelsen-Kroge,Bosselsmoor 10,29699 Walsrode,Stadt Walsrode,1,6,
3358021,Bachstraße,Soltau,[1 - 10],1,Clubheim TC Blau-Weiß e.V.,,,,,1,10,
3358021,Baumschulenweg,Soltau,[1 - 30],1,Clubheim TC Blau-Weiß e.V.,,,,,1,30,
3358021,Beethovenstraße,Soltau,[1 - 35],1,Clubheim TC Blau-Weiß e.V.,,,,,1,35,
3358021,Breidingsgarten,Soltau,[5 - 8],1,Clubheim TC Blau-Weiß e.V.,,,,,5,8,
3358021,Breidingstraße,Soltau,[1 - 33],1,Clubheim TC Blau-Weiß e.V.,,,,,1,33,
3358021,Brüderstraße,Soltau,[1 - 8],1,Clubheim TC Blau-Weiß e.V.,,,,,1,8,
3358021,Claudiusstraße,Soltau,[2 - 23],1,Clubheim TC Blau-Weiß e.V.,,,,,2,23,
3358021,Eckermannweg,Soltau,[1 - 6],1,Clubheim TC Blau-Weiß e.V.,,,,,1,6,
3358021,Freiherr-vom-Stein-Straße,Soltau,[1 - 31],1,Clubheim TC Blau-Weiß e.V.,,,,,1,31,
3358021,Gartenstraße,Soltau,[1 - 4],1,Clubheim TC Blau-Weiß e.V.,,,,,1,4,
3358021,Heinrich-Heine-Straße,Soltau,[1 - 34],1,Clubheim TC Blau-Weiß e.V.,,,,,1,34,
3358021,Heinrich-Mann-Straße,Soltau,[1 - 13],1,Clubheim TC Blau-Weiß e.V.,,,,,1,13,
3358021,Händelstraße,Soltau,[4 - 14],1,Clubheim TC Blau-Weiß e.V.,,,,,4,14,
3358021,Kinaustraße,Soltau,[1 - 20],1,Clubheim TC Blau-Weiß e.V.,,,,,1,20,
3358021,Krumme Rieth,Soltau,[1 - 9 a],1,Clubheim TC Blau-Weiß e.V.,,,,,1,9,
3358021,Louis-Harms-Straße,Soltau,[1 - 18],1,Clubheim TC Blau-Weiß e.V.,,,,,1,18,
3358021,Moorstraße,Soltau,[1 - 44],1,Clubheim TC Blau-Weiß e.V.,,,,,1,44,
3358021,Mozartstraße,Soltau,[1 - 17],1,Clubheim TC Blau-Weiß e.V.,,,,,1,17,
3358021,Schubertstraße,Soltau,[2 - 14],1,Clubheim TC Blau-Weiß e.V.,,,,,2,14,
3358021,Tetendorfer Straße,Soltau,[1 - 37],1,Clubheim TC Blau-Weiß e.V.,,,,,1,37,
3358021,Tetendorfer Straße,Soltau,[39 - 49] ungerade,1,Clubheim TC Blau-Weiß e.V.,,,,,39,49,ungerade
3358021,Thomas-Mann-Straße,Soltau,[1 - 36],1,Clubheim TC Blau-Weiß e.V.,,,,,1,36,
3358021,Walsroder Straße,Soltau,[35 - 85] ungerade,1,Clubheim TC Blau-Weiß e.V.,,,,,35,85,ungerade
3358021,Weinligstraße,Soltau,[1 - 36 a],1,Clubheim TC Blau-Weiß e.V.,,,,,1,36,
3358021,Wilhelm-Busch-Straße,Soltau,[1 - 14],1,Clubheim TC Blau-Weiß e.V.,,,,,1,14,
3358021,Wolfgang-Borchert-Straße,Soltau,[1 - 4],1,Clubheim TC Blau-Weiß e.V.,,,,,1,4,
3358021,Alm,Soltau,[4 - 28 NZA],2,Wilhelm-Busch-Schule I,,,,,4,28,
3358021,Almer Kirchweg,Soltau,[85 - 106],2,Wilhelm-Busch-Schule I,,,,,85,106,
3358021,Almhöhe,Soltau,[1 - 21],2,Wilhelm-Busch-Schule I,,,,,1,21,
3358021,Alter Grenzweg,Soltau,[1 a - 29],2,Wilhelm-Busch-Schule I,,,,,1,29,
3358021,Am Hornberg,Soltau,[1 - 12 a],2,Wilhelm-Busch-Schule I,,,,,1,12,
3358021,Am Kahlberg,Soltau,[1 - 17],2,Wilhelm-Busch-Schule I,,,,,1,17,
3358021,Am Westerfeld,Soltau,[1 - 7] ungerade,2,Wilhelm-Busch-Schule I,,,,,1,7,ungerade
3358021,An den Sieben Stücken,Soltau,[1 - 7],2,Wilhelm-Busch-Schule I,,,,,1,7,
3358021,An der Zionskirche,Soltau,[1 - 5],2,Wilhelm-Busch-Schule I,,,,,1,5,
3358021,Baderstraße,Soltau,[2 - 17],2,Wilhelm-Busch-Schule I,,,,,2,17,
3358021,Barmbruch,Soltau,[1 - 13],2,Wilhelm-Busch-Schule I,,,,,1,13,
3358021,Barmbrucher Weg,Soltau,[1 a - 11 a] ungerade,2,Wilhelm-Busch-Schule I,,,,,1,11,ungerade
3358021,Brekland,Soltau,[1 - 3] ungerade,2,Wilhelm-Busch-Schule I,,,,,1,3,ungerade
3358021,Böttcherstraße,Soltau,[1 - 14],2,Wilhelm-Busch-Schule I,,,,,1,14,
3358021,Färberring,Soltau,[1 - 33],2,Wilhelm-Busch-Schule I,,,,,1,33,
3358021,Gerberplatz,Soltau,[1 - 6],2,Wilhelm-Busch-Schule I,,,,,1,6,
3358021,Goethestraße,Soltau,[1 - 44],2,Wilhelm-Busch-Schule I,,,,,1,44,
3358021,Großeholz,Soltau,[1 - 12],2,Wilhelm-Busch-Schule I,,,,,1,12,
3358021,Herderstraße,Soltau,[1 - 10],2,Wilhelm-Busch-Schule I,,,,,1,10,
3358021,Hof Alm,Soltau,[1 - 3],2,Wilhelm-Busch-Schule I,,,,,1,3,
3358021,Hof Nottorf,Soltau,[1 - 2],2,Wilhelm-Busch-Schule I,,,,,1,2,
3358021,Hof Willingen,Soltau,20,2,Wilhelm-Busch-Schule I,,,,,20,20,
3358021,Kannengießerstraße,Soltau,[3 - 27],2,Wilhelm-Busch-Schule I,,,,,3,27,
3358021,Kiefernweg,Soltau,[1 - 14],2,Wilhelm-Busch-Schule I,,,,,1,14,
3358021,Kleinschmiedstraße,Soltau,[3 - 8],2,Wilhelm-Busch-Schule I,,,,,3,8,
3358021,Kleiststraße,Soltau,[1 - 11],2,Wilhelm-Busch-Schule I,,,,,1,11,
3358021,Kürschnerweg,Soltau,[1 - 10],2,Wilhelm-Busch-Schule I,,,,,1,10,
3358021,Lakenmacherstraße,Soltau,[1 - 18],2,Wilhelm-Busch-Schule I,,,,,1,18,
3358021,Lessingstraße,Soltau,[1 - 21],2,Wilhelm-Busch-Schule I,,,,,1,21,
3358021,Lütjeholz,Soltau,[1 a - 3],2,Wilhelm-Busch-Schule I,,,,,1,3,
3358021,Marbosteler Weg,Soltau,[3 - 11] ungerade,2,Wilhelm-Busch-Schule I,,,,,3,11,ungerade
3358021,Meinern,Soltau,[1 - 18],2,Wilhelm-Busch-Schule I,,,,,1,18,
3358021,Meßhäuser Kirchweg,Soltau,[1 - 4],2,Wilhelm-Busch-Schule I,,,,,1,4,
3358021,Meßhäuser Weg,Soltau,[1 - 7],2,Wilhelm-Busch-Schule I,,,,,1,7,
3358021,Mittelstendorf,Soltau,[1 - 18],2,Wilhelm-Busch-Schule I,,,,,1,18,
3358021,Nottorfweg,Soltau,[1 - 15 a],2,Wilhelm-Busch-Schule I,,,,,1,15,
3358021,Rademacherstraße,Soltau,[1 - 11],2,Wilhelm-Busch-Schule I,,,,,1,11,
3358021,Schillerstraße,Soltau,[5 a - 26],2,Wilhelm-Busch-Schule I,,,,,5,26,
3358021,Schuhmacherstraße,Soltau,[1 - 29],2,Wilhelm-Busch-Schule I,,,,,1,29,
3358021,Tetendorfer Straße,Soltau,[38 - 48] gerade,2,Wilhelm-Busch-Schule I,,,,,38,48,gerade
3358021,Töpferstraße,Soltau,[2 - 21],2,Wilhelm-Busch-Schule I,,,,,2,21,
3358021,Uhlandstraße,Soltau,[1 - 12],2,Wilhelm-Busch-Schule I,,,,,1,12,
3358021,Walsroder Straße,Soltau,[72 - 86] gerade,2,Wilhelm-Busch-Schule I,,,,,72,86,gerade
3358021,Walsroder Straße,Soltau,[87 - 121],2,Wilhelm-Busch-Schule I,,,,,87,121,
3358021,Walsroder Straße,Soltau,118,2,Wilhelm-Busch-Schule I,,,,,118,118,
3358021,Weißenkamp,Soltau,[1 - 3] ungerade,2,Wilhelm-Busch-Schule I,,,,,1,3,ungerade
3358021,Willingen,Soltau,[2 - 36],2,Wilhelm-Busch-Schule I,,,,,2,36,
3358021,Willinger Weg,Soltau,[1 - 24],2,Wilhelm-Busch-Schule I,,,,,1,24,
3358021,Wüsthof,Soltau,[1 - 8],2,Wilhelm-Busch-Schule I,,,,,1,8,
3358021,An der Almaue,Soltau,[2 - 42],3,Wilhelm-Busch-Schule II,,,,,2,42,
3358021,Auf dem Hoyn,Soltau,[2 - 41],3,Wilhelm-Busch-Schule II,,,,,2,41,
3358021,August-Wöhler-Straße,Soltau,[1 - 7],3,Wilhelm-Busch-Schule II,,,,,1,7,
3358021,Beim Rothen Pfahl,Soltau,[1 - 3] ungerade,3,Wilhelm-Busch-Schule II,,,,,1,3,ungerade
3358021,Carl-Mardorf-Weg,Soltau,[1 - 15],3,Wilhelm-Busch-Schule II,,,,,1,15,
3358021,Fritz-Reuter-Straße,Soltau,[1 - 12],3,Wilhelm-Busch-Schule II,,,,,1,12,
3358021,Georg-Droste-Weg,Soltau,[1 - 27],3,Wilhelm-Busch-Schule II,,,,,1,27,
3358021,Gorch-Fock-Straße,Soltau,[1 - 9],3,Wilhelm-Busch-Schule II,,,,,1,9,
3358021,Hinter der Wiese,Soltau,[2 - 49],3,Wilhelm-Busch-Schule II,,,,,2,49,
3358021,Hoyner Heide,Soltau,[1 - 70],3,Wilhelm-Busch-Schule II,,,,,1,70,
3358021,Klaus-Groth-Straße,Soltau,[1 - 18],3,Wilhelm-Busch-Schule II,,,,,1,18,
3358021,Leitzingen,Soltau,[1 - 18],3,Wilhelm-Busch-Schule II,,,,,1,18,
3358021,Lorenz-Wiegels-Straße,Soltau,[1 - 38],3,Wilhelm-Busch-Schule II,,,,,1,38,
3358021,Meyers Bruch,Soltau,[1 a - 3],3,Wilhelm-Busch-Schule II,,,,,1,3,
3358021,Osterbruch,Soltau,[1 - 7],3,Wilhelm-Busch-Schule II,,,,,1,7,
3358021,Osterfeld,Soltau,[2 a - 23],3,Wilhelm-Busch-Schule II,,,,,2,23,
3358021,Schwemmförth,Soltau,[1 - 12],3,Wilhelm-Busch-Schule II,,,,,1,12,
3358021,Theodor-Storm-Straße,Soltau,[1 a - 14],3,Wilhelm-Busch-Schule II,,,,,1,14,
3358021,Thiergarten,Soltau,[1 - 15 b],3,Wilhelm-Busch-Schule II,,,,,1,15,
3358021,Visselhöveder Straße,Soltau,[1 - 118],3,Wilhelm-Busch-Schule II,,,,,1,118,
3358021,Von-der-Wense-Weg,Soltau,[1 - 6 b],3,Wilhelm-Busch-Schule II,,,,,1,6,
3358021,Walsroder Straße,Soltau,[18 - 70 a] gerade,3,Wilhelm-Busch-Schule II,,,,,18,70,gerade
3358021,Wilhelm-Raabe-Straße,Soltau,[2 - 10],3,Wilhelm-Busch-Schule II,,,,,2,10,
3358021,Zu Meyers Föhr,Soltau,[1 - 25],3,Wilhelm-Busch-Schule II,,,,,1,25,
3358021,Eitze,Soltau,[10 - 57],4,Feuerwehrgerätehaus Woltem,,,,,10,57,
3358021,Frielingen,Soltau,[6 - 47],4,Feuerwehrgerätehaus Woltem,,,,,6,47,
3358021,Kreuzkamp,Soltau,[16 - 16 a] gerade,4,Feuerwehrgerätehaus Woltem,,,,,16,16,gerade
3358021,Schulstraße,Soltau,[20 - 68 a] gerade,4,Feuerwehrgerätehaus Woltem,,,,,20,68,gerade
3358021,Springhorn,Soltau,[9 - 9 a] ungerade,4,Feuerwehrgerätehaus Woltem,,,,,9,9,ungerade
3358021,Woltem,Soltau,[1 - 106],4,Feuerwehrgerätehaus Woltem,,,,,1,106,
3358021,Am Bahnhof,Soltau,[1 - 16],5,Römisch-katholische Kirche St. Marien,,,,,1,16,
3358021,Am Güterbahnhof,Soltau,[2 - 9],5,Römisch-katholische Kirche St. Marien,,,,,2,9,
3358021,Am Schwarzen Busch,Soltau,[1 - 26],5,Römisch-katholische Kirche St. Marien,,,,,1,26,
3358021,Bahnhofstraße,Soltau,[1 - 41],5,Römisch-katholische Kirche St. Marien,,,,,1,41,
3358021,Bergstraße,Soltau,[1 - 11] ungerade,5,Römisch-katholische Kirche St. Marien,,,,,1,11,ungerade
3358021,Blumenstraße,Soltau,[5 a - 10],5,Römisch-katholische Kirche St. Marien,,,,,5,10,
3358021,Feldstraße,Soltau,[4 - 35],5,Römisch-katholische Kirche St. Marien,,,,,4,35,
3358021,Hummelweg,Soltau,[1 - 62],5,Römisch-katholische Kirche St. Marien,,,,,1,62,
3358021,Immenweg,Soltau,[1 - 23],5,Römisch-katholische Kirche St. Marien,,,,,1,23,
3358021,Kirchstraße,Soltau,[1 - 7] ungerade,5,Römisch-katholische Kirche St. Marien,,,,,1,7,ungerade
3358021,Libellenweg,Soltau,[1 - 16],5,Römisch-katholische Kirche St. Marien,,,,,1,16,
3358021,Pastor-Rudolf-Schmidt-Weg,Soltau,[4 - 8] gerade,5,Römisch-katholische Kirche St. Marien,,,,,4,8,gerade
3358021,Rühberg,Soltau,[2 - 21],5,Römisch-katholische Kirche St. Marien,,,,,2,21,
3358021,Schäfersort,Soltau,[22 - 71],5,Römisch-katholische Kirche St. Marien,,,,,22,71,
3358021,Seilerstraße,Soltau,[1 - 53],5,Römisch-katholische Kirche St. Marien,,,,,1,53,
3358021,Walsroder Straße,Soltau,[4 - 8] gerade,5,Römisch-katholische Kirche St. Marien,,,,,4,8,gerade
3358021,Weinberg,Soltau,[2 - 47],5,Römisch-katholische Kirche St. Marien,,,,,2,47,
3358021,Wiedinger Weg,Soltau,[5 - 51] ungerade,5,Römisch-katholische Kirche St. Marien,,,,,5,51,ungerade
3358021,Wiesenstraße,Soltau,[1 - 24],5,Römisch-katholische Kirche St. Marien,,,,,1,24,
3358021,Adolf-Reichwein-Straße,Soltau,[7 - 17] ungerade,6,Kita Stalmannstraße,,,,,7,17,ungerade
3358021,Albrecht-Thaer-Straße,Soltau,[1 - 9],6,Kita Stalmannstraße,,,,,1,9,
3358021,Alter Badeweg,Soltau,[2 - 5 a],6,Kita Stalmannstraße,,,,,2,5,
3358021,An de Schöppstee,Soltau,[1 - 21],6,Kita Stalmannstraße,,,,,1,21,
3358021,Anne-Frank-Straße,Soltau,[1 - 6],6,Kita Stalmannstraße,,,,,1,6,
3358021,Bergstraße,Soltau,[4 - 12] gerade,6,Kita Stalmannstraße,,,,,4,12,gerade
3358021,Bergstraße,Soltau,[13 a - 83 a],6,Kita Stalmannstraße,,,,,13,83,
3358021,Buchhopsweg,Soltau,[2 - 42],6,Kita Stalmannstraße,,,,,2,42,
3358021,Bürgermeister-Pfeiffer-Straße,Soltau,[1 - 28],6,Kita Stalmannstraße,,,,,1,28,
3358021,Carl-Friedrich-Goerdeler-Straße,Soltau,[1 - 21],6,Kita Stalmannstraße,,,,,1,21,
3358021,Carl-von-Ossietzky-Straße,Soltau,[1 - 8],6,Kita Stalmannstraße,,,,,1,8,
3358021,Diedrich-Speckmann-Straße,Soltau,[1 - 3],6,Kita Stalmannstraße,,,,,1,3,
3358021,Dietrich-Bonhoeffer-Straße,Soltau,[2 - 12],6,Kita Stalmannstraße,,,,,2,12,
3358021,Edelingstraße,Soltau,[1 - 18],6,Kita Stalmannstraße,,,,,1,18,
3358021,Edith-Stein-Straße,Soltau,[1 - 12],6,Kita Stalmannstraße,,,,,1,12,
3358021,Eva-Maria-Buch-Straße,Soltau,[11 - 13] ungerade,6,Kita Stalmannstraße,,,,,11,13,ungerade
3358021,Flachslandstraße,Soltau,[1 - 20],6,Kita Stalmannstraße,,,,,1,20,
3358021,Franz-Büttner-Straße,Soltau,[1 - 25],6,Kita Stalmannstraße,,,,,1,25,
3358021,Friedenstraße,Soltau,[2 - 8],6,Kita Stalmannstraße,,,,,2,8,
3358021,Friedrich-Ludwig-Jahn-Straße,Soltau,[2 - 14] gerade,6,Kita Stalmannstraße,,,,,2,14,gerade
3358021,Georges-Goffart-Weg,Soltau,[1 - 7] ungerade,6,Kita Stalmannstraße,,,,,1,7,ungerade
3358021,Geschwister-Scholl-Straße,Soltau,[2 - 12],6,Kita Stalmannstraße,,,,,2,12,
3358021,Graf-Galen-Straße,Soltau,[1 - 21],6,Kita Stalmannstraße,,,,,1,21,
3358021,Graf-von-Moltke-Straße,Soltau,[1 - 46],6,Kita Stalmannstraße,,,,,1,46,
3358021,Greveweg,Soltau,[1 - 15 c],6,Kita Stalmannstraße,,,,,1,15,
3358021,Grünhagensweg,Soltau,[1 - 11],6,Kita Stalmannstraße,,,,,1,11,
3358021,Honhorstweg,Soltau,[2 - 11],6,Kita Stalmannstraße,,,,,2,11,
3358021,Jochen-Klepper-Straße,Soltau,5,6,Kita Stalmannstraße,,,,,5,5,
3358021,Julius-Leber-Straße,Soltau,[1 - 30 a],6,Kita Stalmannstraße,,,,,1,30,
3358021,Kirchstraße,Soltau,[2 - 8] gerade,6,Kita Stalmannstraße,,,,,2,8,gerade
3358021,Lerchenstraße,Soltau,[1 a - 24],6,Kita Stalmannstraße,,,,,1,24,
3358021,Mühlenstraße,Soltau,[1 - 30],6,Kita Stalmannstraße,,,,,1,30,
3358021,Mühlenweg,Soltau,[2 - 17],6,Kita Stalmannstraße,,,,,2,17,
3358021,Neue Straße,Soltau,[4 - 28],6,Kita Stalmannstraße,,,,,4,28,
3358021,Nickelstraße,Soltau,[1 - 26],6,Kita Stalmannstraße,,,,,1,26,
3358021,Pastor-Bode-Weg,Soltau,[1 - 15],6,Kita Stalmannstraße,,,,,1,15,
3358021,Poststraße,Soltau,[2 - 12] gerade,6,Kita Stalmannstraße,,,,,2,12,gerade
3358021,Poststraße,Soltau,[15 - 28],6,Kita Stalmannstraße,,,,,15,28,
3358021,Quergasse,Soltau,[1 - 6],6,Kita Stalmannstraße,,,,,1,6,
3358021,Rosenstraße,Soltau,[1 - 23],6,Kita Stalmannstraße,,,,,1,23,
3358021,Saarlandstraße,Soltau,[1 - 20],6,Kita Stalmannstraße,,,,,1,20,
3358021,Scheibenstraße,Soltau,[3 - 11],6,Kita Stalmannstraße,,,,,3,11,
3358021,Schützenstraße,Soltau,[2 - 10],6,Kita Stalmannstraße,,,,,2,10,
3358021,Stalmannstraße,Soltau,[1 - 16],6,Kita Stalmannstraße,,,,,1,16,
3358021,Unter den Linden,Soltau,[1 - 25],6,Kita Stalmannstraße,,,,,1,25,
3358021,Wiedinger Weg,Soltau,[10 - 12] gerade,6,Kita Stalmannstraße,,,,,10,12,gerade
3358021,Willi-Graf-Straße,Soltau,[1 - 57],6,Kita Stalmannstraße,,,,,1,57,
3358021,Zum Ahlftener Flatt,Soltau,[1 - 39] ungerade,6,Kita Stalmannstraße,,,,,1,39,ungerade
3358021,Am Hollbusch,Soltau,[1 - 11],7,Feuerwehrgerätehaus Wolterdingen,,,,,1,11,
3358021,Am Wildpark,Soltau,[1 - 3],7,Feuerwehrgerätehaus Wolterdingen,,,,,1,3,
3358021,Auf dem Meeck,Soltau,[1 - 49],7,Feuerwehrgerätehaus Wolterdingen,,,,,1,49,
3358021,Auf dem Simpel,Soltau,[1 - 2],7,Feuerwehrgerätehaus Wolterdingen,,,,,1,2,
3358021,Brinkstraße,Soltau,[1 - 15],7,Feuerwehrgerätehaus Wolterdingen,,,,,1,15,
3358021,Buchweizenstraße,Soltau,[3 - 10 b],7,Feuerwehrgerätehaus Wolterdingen,,,,,3,10,
3358021,Böhmeweg,Soltau,[1 - 25],7,Feuerwehrgerätehaus Wolterdingen,,,,,1,25,
3358021,Büntweg,Soltau,[1 - 18],7,Feuerwehrgerätehaus Wolterdingen,,,,,1,18,
